Marca temporal,"Imagine que está en una conferencia de Educación. Un colega que trabaja en otra Institución Educativa le pregunta si recientemente probó algo diferente con sus alumnos que produjo resultados positivos, negativos, interesantes o mixtos.  Comparta aquí lo que le contaría a su colega:",Sugiera un #hashtag o título para su respuesta anterior:,P1 Mi experiencia produjo…,Pensando en la experiencia/ejemplo que compartí…Me enfoqué en…,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de…,Lo que hice fue a pesar de…, Las decisiones fueron influenciadas por…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes de les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Institución Educativa,Tipo,Esta situación me generó una sensación de…, Esta situación pasa…,Esta situación está relacionada con…,Grado en el que enseña, Género, Edad, El nivel de educación
10/30/2020 10:53:56,"Tenia algunos estudiantes que estaban presentando dificultades para entender los temas. Pues tome la iniciativa de apadrinar a estos estudiantes; es decir a cada uno les puse otro compañero para que le colaboraran en todo, esto me dio resultado ya que a los pocos dias, estos chicos presentaron un mejor rendimiento.",TRABAJO COLABORATIVO EN EL AULA,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,El trabajo en equipo,"10, 11",Hombre,50 a 59,Postgrado
10/30/2020 10:54:01,Conforme grupos de monitores para atender a grupos de la escuela en actividades de extensión comunitaria y de promoción de la recreación y utilización del tiempo libre,#compartirtuvidaconalegria,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,El trabajo en equipo,10,Hombre,60 a 69,Universitario
10/30/2020 10:54:39,"Le contaría que aprendí herramientas muy valiosas, pertinentes y apropiadas para el momento. ",Nuevas herramientas educativas de aprendizaje .,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,no estoy seguro,De vez en cuando,Tecnología y herramientas digitales,5,Mujer,50 a 59,Postgrado
10/30/2020 10:54:40,"Mis estudiantes son estudiantes del grado primero, en nuestras actividades de clase utilizamos muchas veces dentro de nuestros ejemplos, los personajes de los programas de televisión, cuentos infantiles y videojuegos, que a los estudiantes le interesan, y eso permite que su atención e interés y participación en las actividades por parte de ellos, sea mayor.",Personajes infantiles en clase. ,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,,Mujer,40 a 49,Universitario
10/30/2020 10:54:55,Las estrategias que aplican los otros colegas las tomaría para aplicarlas en mi diario vivir ,Dinámico y audas,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,Tecnología y herramientas digitales,5,Mujer,50 a 59,Primaria
10/30/2020 10:55:04,"Realice actividades como: sopa de letras, crucigramas, narrar cuentos o historias relacionadas con temas de contabilidad, y los resultados fueron satisfactorios los chicos aprendieron mucho y sobretodo indagaron bastante sobre los temas.",Juega en contabilidad,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Las restricciones de tiempo,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,El trabajo en equipo,9,Mujer,40 a 49,Universitario
10/30/2020 10:55:17,"Le diría que si que estoy implementando el trabajo constante en equipo para motivarlos a compartir respetando diferencias y opiniones ,desarrollando así la competencia de trabajar con otros  en equipo",la union hace la fuerza,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,El trabajo en equipo,"10, 11",Mujer,50 a 59,Postgrado
10/30/2020 10:55:24,"Clases virtuales, las rúblicas, Guías de aprendizajes.",#aprendamosjuntos,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,Innovación / creatividad,,Mujer,50 a 59,Postgrado
10/30/2020 10:55:27,La página de contenidos digitales de Colombia aprende creo un convenio con pearson y con los estudiantes de noveno leímos un libro en inglés en este periodo. El libro se llama Robinson Crusoe,Literatura en ingles,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,"8, 9",Mujer,40 a 49,Postgrado
10/30/2020 10:55:33,Experiencia muy interesante para nuestra labor.,Agradable.,Resultados interesantes,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,El trabajo en equipo,"6, 7",Mujer,50 a 59,Postgrado
10/30/2020 10:55:57,Le contaría que he intentado nuevas formas de trabajo virtual y si me ha sida útil porque los estudiantes se han animado un poco más.,,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Las restricciones de tiempo,La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Angustia/miedo,De vez en cuando,Relación con los estudiantes,"10, 11",Mujer,60 a 69,Técnico
10/30/2020 10:57:52,"En esta crisis que vive el mundo en la educación nos corresponde reinventarnos, jamás me imaginé comunicarme con mis estudiantes por las redes sociales o crear un canal en youtube para compartirles mis explicaciones. 
Al principio fue algo incómodo que me hacía sentir mucha inseguridad, ahora me siento tranquila al realizar los encuentros virtuales para orientar a los niños y a las familias, al grabar mis clases y al interactuar con la comunidad educativa por las redes sociales. 
Las familias de mi grupo que tienen conectividad me expresan su agradecimiento y muestran total compromiso. Me preocupan mucho aquellos estudiantes que solo están trabajando por guías y no pueden ingresar a los encuentros virtuales por distintos motivos. 
",Reinventando,Resultados positivos,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Todo el tiempo,Relación con los estudiantes,4,Mujer,30 a 39,Primaria
10/30/2020 10:59:13,"Debido a la contingencia por la COVID-19, el proceso de enseñanza y aprendizaje se vio obligado a cambiar. Por ello, como docente tuve que buscar alternativas teniendo presente el acceso que tenía cada uno de los estudiantes a servicios de internet. Además, la institución educativa en donde laboró consideró que el método a utilizar es realizar guías de conocimiento para que el estudiante las desarrolle de manera autonomía y realizar encuentros sincrónicos. 

He podido desarrollar guías utilizando diversos recursos (libros y recursos de internet). Sin embargo, he tenido dificultad para realizar encuentros sincrónicos ya que en primer lugar no cuento con todos los conocimientos para hacerla de manera optima, y a su vez, muchos de los estudiantes tienen acceso limitado a internet. 

En cuanto a los resultados de esta metodología la mayoría de los estudiantes han realizado las guías de manera oportuna y correcta, lo cual refleja que ha habido aprendizaje de los conceptos evaluados en cada una de ellas. He podido comunicarme con estudiantes que han presentado dificultades y con todos aquellos que han enviado los trabajos con la finalidad de buscar opciones y dar retroalimentación por medio de la plataforma de la Institución y WhatsApp. ",#RetoEducativoPorCOVID,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Habilidades y capacitación,La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Angustia/miedo,Muy rara vez,La forma cómo los estudiantes aprenden,"6, 8",Mujer,60 a 69,Postgrado
10/30/2020 10:59:52,"Recientemente se utilizaron varias aplicaciones para ayudar a los estudiantes en la entrega de actividades, y las respuestas de los estudiantes no fueron positivas ya que demostraron cierta incapacidad en el manejo de herramientas TIC.",#appescolar,Resultados negativos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Tristeza,Con Frecuencia,Tecnología y herramientas digitales,"8, 9, 10, 11",Hombre,40 a 49,Universitario
10/30/2020 11:00:01,Es una experiencia muy agradable,Alegría,Resultados positivos,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,,I.E. ASAMBLEA DEPARTAMENTAL,,,Todo el tiempo,Tecnología y herramientas digitales,6,Mujer,50 a 59,Postgrado
10/30/2020 11:00:38,"SI, incremente, el trabajo por grupo colaborativo, en forma virtual,grupos de cinco o cutro estudiantes, LOS ESTUDIANTES SE EXPRESAN LIBREMENTE, Y LUEGO SE ARRIESGAN , A LA PUESTA EN COMUN.",PARTICIPO ACTIVAMENTE CON MI GRUPO,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Las restricciones de tiempo,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,La forma como los supervisores me evalúan,"6, 7, 10, 11",Mujer,50 a 59,Postgrado
10/30/2020 11:00:47,"Durante este período de cuarentena he estado utilizando la plataforma virtual de Cisco Webex Meeting, paralela a ella he utilizado el whatsapp lo cual ha posibilitado el contacto y acercamiento con cada una de las familias y de mis estudiantes. En las clases y guías de trabajo he incluído video tutoriales o incluso he hecho algunos videos cortos para dar explicaciones complementarias a los estudiantes",Clase durante la pandemia,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Dar soporte emocional a los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,no estoy seguro,Casi nunca,Tecnología y herramientas digitales,3,Mujer,40 a 49,Postgrado
10/30/2020 11:00:51,Si,Toma de nsrrstuvas,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,Con Frecuencia,El trabajo en equipo,7,Hombre,50 a 59,Postgrado
10/30/2020 11:02:57,ha sido una experiencia compleja ya que es una nueva adaptación tanto para padres de familia como estudiantes y docentes.Lo positivo ha sido que se abre nuevos cambios para el  nuevo mundo de la tecnología ,#aprendamos ,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Angustia/miedo,Con Frecuencia,La forma cómo los estudiantes aprenden,,Mujer,40 a 49,Postgrado
10/30/2020 11:05:17,La experiencia y como entre los dos podríamos solucionar los aspectos a mejorar,Un#hashtag,Resultados interesantes,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. ASAMBLEA DEPARTAMENTAL,,Angustia/miedo,De vez en cuando,Tecnología y herramientas digitales,3,Mujer,50 a 59,Postgrado
10/30/2020 11:05:21,Las 10 pandemias mundiales,#noeslaprimeravezquepasasaldremosdeesta.,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. ASAMBLEA DEPARTAMENTAL,,Felicidad,De vez en cuando,Relación con los estudiantes,"6, 7",Mujer,60 a 69,Postgrado
